sample	phylum	read_count	contig_count	bin_count	contig_percent	bin_percent
SRR5240725	p__Fibrobacterota	2141	88	0	4.11	0.00
SRR5240725	p__Cyanobacteriota	765	37	0	4.84	0.00
SRR5240725	p__Elusimicrobiota	98	0	0	0.00	0.00
SRR5240725	p__Patescibacteriota	195	50	0	25.64	0.00
SRR5240725	p__Myxococcota	50	4	0	8.00	0.00
SRR5240725	p__Synergistota	51	9	0	17.65	0.00
SRR5240725	p__Chlamydiota	13	1	0	7.69	0.00
SRR5240725	p__Cloacimonadota	9	0	0	0.00	0.00
SRR5240725	p__WOR-3	7	1	0	14.29	0.00
SRR5240725	p__Campylobacterota	14	0	0	0.00	0.00
SRR5240725	p__Acidobacteriota	39	6	0	15.38	0.00
SRR5240725	p__Bacteroidota_A	20	0	0	0.00	0.00
SRR5240725	p__Eisenbacteria	7	0	0	0.00	0.00
SRR5240725	p__Chloroflexota	70	2	0	2.86	0.00
SRR5240725	p__Firestonebacteria	2	0	0	0.00	0.00
SRR5240725	p__Muiribacteriota	3	0	0	0.00	0.00
SRR5240725	p__Desulfobacterota	24	2	0	8.33	0.00
SRR5240725	p__Gemmatimonadota	14	0	0	0.00	0.00
SRR5240725	p__Caldisericota	7	0	0	0.00	0.00
SRR5240725	p__Desulfobacterota_G	2	0	0	0.00	0.00
SRR5240725	p__Nitrospirota	8	0	0	0.00	0.00
SRR5240725	p__Fusobacteriota	8	1	0	12.50	0.00
SRR5240725	p__Armatimonadota	4	0	0	0.00	0.00
SRR5240725	p__Chrysiogenota	2	0	0	0.00	0.00
SRR5240725	p__Zixibacteria	4	0	0	0.00	0.00
SRR5240725	p__Sumerlaeota	3	0	0	0.00	0.00
SRR5240725	p__Bdellovibrionota_B	6	0	0	0.00	0.00
SRR5240725	p__Deinococcota	2	0	0	0.00	0.00
SRR5240725	p__Nitrospinota	2	0	0	0.00	0.00
SRR5240725	p__Desulfobacterota_D	1	0	0	0.00	0.00
SRR5240725	p__Myxococcota_A	2	0	0	0.00	0.00
SRR5240725	p__Sysuimicrobiota	3	0	0	0.00	0.00
SRR5240725	p__Bdellovibrionota	2	0	0	0.00	0.00
SRR5240725	p__Desulfobacterota_B	2	0	0	0.00	0.00
SRR5240725	p__Krumholzibacteriota	1	0	0	0.00	0.00
SRR5240725	p__Omnitrophota	3	0	0	0.00	0.00
SRR5240725	p__Babelota	3	0	0	0.00	0.00
SRR5240725	p__Orphanbacterota	1	0	0	0.00	0.00
SRR5240725	p__SAR324	2	0	0	0.00	0.00
SRR5240725	p__UBA3054	1	0	0	0.00	0.00
SRR5240725	p__Hydrogenedentota	6	5	5	83.33	83.33
SRR5240725	p__UBA10199	1	0	0	0.00	0.00
SRR5240725	p__Margulisbacteria	2	0	0	0.00	0.00
SRR5240725	p__Aquificota	1	0	0	0.00	0.00
SRR5240725	p__Electryoneota	1	0	0	0.00	0.00
SRR5240725	p__JAJVIF01	1	0	0	0.00	0.00
SRR5240725	p__Methanobacteriota	22607	20170	69	89.22	0.31
SRR5240725	p__Thermoplasmatota	123	9	0	7.32	0.00
SRR5240725	p__Halobacteriota	47	17	0	36.17	0.00
SRR5240725	p__Thermoproteota	4	0	0	0.00	0.00
SRR5240725	p__Nanobdellota	2	0	0	0.00	0.00
SRR5240725	p__Methanobacteriota_B	3	0	0	0.00	0.00
SRR5240726	p__Pseudomonadota	51192	31410	21952	61.36	42.88
SRR5240726	p__Bacteroidota	767881	538672	101254	70.15	13.19
SRR5240726	p__Bacillota	1657923	1076769	155302	64.95	9.37
SRR5240726	p__Spirochaetota	76358	54610	47345	71.52	62.00
SRR5240726	p__Fibrobacterota	14948	9649	39	64.55	0.26
SRR5240726	p__Actinomycetota	82071	46109	24716	56.18	30.12
SRR5240726	p__Verrucomicrobiota	16031	3800	28	23.70	0.17
SRR5240726	p__Planctomycetota	2466	35	0	1.42	0.00
SRR5240726	p__Cyanobacteriota	8310	1010	0	12.15	0.00
SRR5240726	p__Desulfobacterota_I	2730	9	0	0.33	0.00
SRR5240726	p__Myxococcota	239	7	0	2.93	0.00
SRR5240726	p__Patescibacteriota	953	582	0	61.07	0.00
SRR5240726	p__Synergistota	175	0	0	0.00	0.00
SRR5240726	p__Campylobacterota	263	43	38	16.35	14.45
SRR5240726	p__Elusimicrobiota	121	0	0	0.00	0.00
SRR5240726	p__Vulcanimicrobiota	46	0	0	0.00	0.00
SRR5240726	p__Cloacimonadota	17	0	0	0.00	0.00
SRR5240726	p__Desulfobacterota	52	15	0	28.85	0.00
SRR5240726	p__Acidobacteriota	62	7	7	11.29	11.29
SRR5240726	p__Fusobacteriota	34	5	0	14.71	0.00
SRR5240726	p__Chrysiogenota	2	0	0	0.00	0.00
SRR5240726	p__Nitrospirota	4	0	0	0.00	0.00
SRR5240726	p__Thermotogota	3	0	0	0.00	0.00
SRR5240726	p__Chloroflexota	87	13	0	14.94	0.00
SRR5240726	p__Armatimonadota	10	0	0	0.00	0.00
SRR5240726	p__Gemmatimonadota	21	0	0	0.00	0.00
SRR5240726	p__Deinococcota	8	0	0	0.00	0.00
SRR5240726	p__Hydrogenedentota	9	0	0	0.00	0.00
SRR5240726	p__Caldisericota	3	4	0	133.33	0.00
SRR5240726	p__Desulfobacterota_G	6	0	0	0.00	0.00
SRR5240726	p__Zhuqueibacterota	4	0	0	0.00	0.00
SRR5240726	p__Chlamydiota	4	0	0	0.00	0.00
SRR5240726	p__Bdellovibrionota_B	10	0	0	0.00	0.00
SRR5240726	p__Poribacteria	13	13	0	100.00	0.00
SRR5240726	p__Methylomirabilota	1	0	0	0.00	0.00
SRR5240726	p__Sumerlaeota	3	0	0	0.00	0.00
SRR5240726	p__SAR324	1	0	0	0.00	0.00
SRR5240726	p__Omnitrophota	4	0	0	0.00	0.00
SRR5240726	p__Krumholzibacteriota	4	0	0	0.00	0.00
SRR5240726	p__Desulfobacterota_B	4	0	0	0.00	0.00
SRR5240726	p__Marinisomatota	2	0	0	0.00	0.00
SRR5240726	p__Bdellovibrionota	13	3	0	23.08	0.00
SRR5240726	p__Bacteroidota_A	12	0	0	0.00	0.00
SRR5240726	p__Latescibacterota	1	0	0	0.00	0.00
SRR5240726	p__Electryoneota	1	0	0	0.00	0.00
SRR5240726	p__JAAXHH01	2	0	0	0.00	0.00
SRR5240726	p__RBG-13-66-14	2	0	0	0.00	0.00
SRR5240726	p__Sysuimicrobiota	1	2	0	200.00	0.00
SRR5240726	p__JAAXVQ01	1	0	0	0.00	0.00
SRR5240726	p__Bipolaricaulota	1	0	0	0.00	0.00
SRR5240726	p__UBP15	1	0	0	0.00	0.00
SRR5240726	p__Aquificota	1	0	0	0.00	0.00
SRR5240726	p__Muiribacteriota	3	0	0	0.00	0.00
SRR5240726	p__Methanobacteriota	59268	51036	0	86.11	0.00
SRR5240726	p__Thermoplasmatota	1587	6	0	0.38	0.00
SRR5240726	p__Halobacteriota	36	0	0	0.00	0.00
SRR5240726	p__Methanobacteriota_B	3	0	0	0.00	0.00
SRR5240726	p__Thermoproteota	1	0	0	0.00	0.00
SRR5240726	p__Nanobdellota	9	0	0	0.00	0.00
SRR5240727	p__Pseudomonadota	118779	99747	92405	83.98	77.80
SRR5240727	p__Bacillota	1294929	827131	398678	63.87	30.79
SRR5240727	p__Bacteroidota	592039	396571	159856	66.98	27.00
SRR5240727	p__Spirochaetota	57811	39455	31072	68.25	53.75
SRR5240727	p__Fibrobacterota	19857	13398	2	67.47	0.01
SRR5240727	p__Actinomycetota	60343	42351	36051	70.18	59.74
SRR5240727	p__Planctomycetota	5128	855	0	16.67	0.00
SRR5240727	p__Desulfobacterota_I	6086	741	0	12.18	0.00
SRR5240727	p__Verrucomicrobiota	11435	1498	12	13.10	0.10
SRR5240727	p__Myxococcota	763	0	0	0.00	0.00
SRR5240727	p__Cyanobacteriota	3406	35	0	1.03	0.00
SRR5240727	p__Synergistota	516	0	0	0.00	0.00
SRR5240727	p__Patescibacteriota	1782	36	0	2.02	0.00
SRR5240727	p__Campylobacterota	101	15	0	14.85	0.00
SRR5240727	p__Elusimicrobiota	48	0	0	0.00	0.00
SRR5240727	p__Cloacimonadota	23	0	0	0.00	0.00
SRR5240727	p__Desulfobacterota	92	18	0	19.57	0.00
SRR5240727	p__Fusobacteriota	35	12	12	34.29	34.29
SRR5240727	p__Sumerlaeota	3	0	0	0.00	0.00
SRR5240727	p__Chloroflexota	72	5	0	6.94	0.00
SRR5240727	p__Acidobacteriota	58	6	0	10.34	0.00
SRR5240727	p__UBA10199	2	0	0	0.00	0.00
SRR5240727	p__Chlamydiota	11	0	0	0.00	0.00
SRR5240727	p__Bacteroidota_A	23	4	0	17.39	0.00
SRR5240727	p__Armatimonadota	10	0	0	0.00	0.00
SRR5240727	p__Methylomirabilota	3	0	0	0.00	0.00
SRR5240727	p__Gemmatimonadota	13	0	0	0.00	0.00
SRR5240727	p__Deinococcota	6	0	0	0.00	0.00
SRR5240727	p__Marinisomatota	3	0	0	0.00	0.00
SRR5240727	p__Chrysiogenota	3	0	0	0.00	0.00
SRR5240727	p__Nitrospirota	7	0	0	0.00	0.00
SRR5240727	p__Omnitrophota	4	0	0	0.00	0.00
SRR5240727	p__Poribacteria	6	6	0	100.00	0.00
SRR5240727	p__Thermotogota	4	2	0	50.00	0.00
SRR5240727	p__Bdellovibrionota	11	0	0	0.00	0.00
SRR5240727	p__Bdellovibrionota_G	1	0	0	0.00	0.00
SRR5240727	p__Desulfobacterota_E	3	0	0	0.00	0.00
SRR5240727	p__Desulfobacterota_B	3	0	0	0.00	0.00
SRR5240727	p__Krumholzibacteriota	1	0	0	0.00	0.00
SRR5240727	p__DAOPZR01	1	0	0	0.00	0.00
SRR5240727	p__Hydrogenedentota	3	0	0	0.00	0.00
SRR5240727	p__PUNC01	1	0	0	0.00	0.00
SRR5240727	p__Atribacterota	2	0	0	0.00	0.00
SRR5240727	p__RBG-13-66-14	1	0	0	0.00	0.00
SRR5240727	p__Zhuqueibacterota	2	0	0	0.00	0.00
SRR5240727	p__Vulcanimicrobiota	5	0	0	0.00	0.00
SRR5240727	p__Muiribacteriota	10	6	0	60.00	0.00
SRR5240727	p__Sysuimicrobiota	2	0	0	0.00	0.00
SRR5240727	p__Nitrospinota	3	0	0	0.00	0.00
SRR5240727	p__UBA8248	3	3	0	100.00	0.00
SRR5240727	p__Nitrospirota_B	1	0	0	0.00	0.00
SRR5240727	p__Eisenbacteria	1	0	0	0.00	0.00
SRR5240727	p__Methanobacteriota	33935	29597	380	87.22	1.12
SRR5240727	p__Thermoplasmatota	2657	228	0	8.58	0.00
SRR5240727	p__Halobacteriota	43	30	0	69.77	0.00
SRR5240727	p__Micrarchaeota	1	0	0	0.00	0.00
SRR5240727	p__Thermoproteota	2	0	0	0.00	0.00
SRR5240727	p__Nanobdellota	6	0	0	0.00	0.00
SRR5240727	p__Hydrothermarchaeota	1	0	0	0.00	0.00
SRR5240728	p__Pseudomonadota	46454	8196	47	17.64	0.10
SRR5240728	p__Bacteroidota	842109	535420	261654	63.58	31.07
SRR5240728	p__Bacillota	1445989	770020	125311	53.25	8.67
SRR5240728	p__Spirochaetota	50733	13150	190	25.92	0.37
SRR5240728	p__Synergistota	6205	37	0	0.60	0.00
SRR5240728	p__Fibrobacterota	14747	1408	0	9.55	0.00
SRR5240728	p__Actinomycetota	51578	17635	25	34.19	0.05
SRR5240728	p__Verrucomicrobiota	24818	791	18	3.19	0.07
SRR5240728	p__Desulfobacterota_I	6159	68	32	1.10	0.52
SRR5240728	p__Planctomycetota	4904	77	0	1.57	0.00
SRR5240728	p__Cyanobacteriota	5505	68	0	1.24	0.00
SRR5240728	p__Myxococcota	947	0	0	0.00	0.00
SRR5240728	p__Campylobacterota	264	0	0	0.00	0.00
SRR5240728	p__Patescibacteriota	461	47	47	10.20	10.20
SRR5240728	p__Cloacimonadota	26	0	0	0.00	0.00
SRR5240728	p__Fusobacteriota	85	0	0	0.00	0.00
SRR5240728	p__Hydrogenedentota	10	0	0	0.00	0.00
SRR5240728	p__Elusimicrobiota	33	0	0	0.00	0.00
SRR5240728	p__Gemmatimonadota	20	0	0	0.00	0.00
SRR5240728	p__Acidobacteriota	40	0	0	0.00	0.00
SRR5240728	p__Zhuqueibacterota	2	0	0	0.00	0.00
SRR5240728	p__Armatimonadota	4	0	0	0.00	0.00
SRR5240728	p__Chloroflexota	80	0	0	0.00	0.00
SRR5240728	p__Desulfobacterota	90	34	7	37.78	7.78
SRR5240728	p__Nitrospirota	8	0	0	0.00	0.00
SRR5240728	p__Bacteroidota_A	18	0	0	0.00	0.00
SRR5240728	p__Chlamydiota	7	0	0	0.00	0.00
SRR5240728	p__Latescibacterota	4	0	0	0.00	0.00
SRR5240728	p__Caldisericota	1	0	0	0.00	0.00
SRR5240728	p__WOR-3	2	0	0	0.00	0.00
SRR5240728	p__Chrysiogenota	1	0	0	0.00	0.00
SRR5240728	p__Aquificota	5	0	0	0.00	0.00
SRR5240728	p__Poribacteria	13	11	0	84.62	0.00
SRR5240728	p__SAR324	3	0	0	0.00	0.00
SRR5240728	p__UBA10199	1	0	0	0.00	0.00
SRR5240728	p__UBP7	1	0	0	0.00	0.00
SRR5240728	p__Omnitrophota	2	0	0	0.00	0.00
SRR5240728	p__Bdellovibrionota	14	9	0	64.29	0.00
SRR5240728	p__Desulfobacterota_B	2	0	0	0.00	0.00
SRR5240728	p__Myxococcota_A	3	0	0	0.00	0.00
SRR5240728	p__CG2-30-53-67	1	0	0	0.00	0.00
SRR5240728	p__JAAXHH01	2	2	0	100.00	0.00
SRR5240728	p__Vulcanimicrobiota	15	9	0	60.00	0.00
SRR5240728	p__RBG-13-66-14	1	0	0	0.00	0.00
SRR5240728	p__Sysuimicrobiota	4	0	0	0.00	0.00
SRR5240728	p__Nitrospinota	2	0	0	0.00	0.00
SRR5240728	p__JAAXVQ01	3	0	0	0.00	0.00
SRR5240728	p__Krumholzibacteriota	2	0	0	0.00	0.00
SRR5240728	p__Deinococcota	4	0	0	0.00	0.00
SRR5240728	p__Bdellovibrionota_B	1	0	0	0.00	0.00
SRR5240728	p__Margulisbacteria	1	0	0	0.00	0.00
SRR5240728	p__Methanobacteriota	14776	12290	0	83.18	0.00
SRR5240728	p__Thermoplasmatota	1084	0	0	0.00	0.00
SRR5240728	p__Halobacteriota	46	7	0	15.22	0.00
SRR5240728	p__Micrarchaeota	2	0	0	0.00	0.00
SRR5240728	p__Nanobdellota	1	0	0	0.00	0.00
SRR5240729	p__Bacillota	837649	685963	322455	81.89	38.50
SRR5240729	p__Pseudomonadota	1845964	1758152	0	95.24	0.00
SRR5240729	p__Bacteroidota	73736	59762	138	81.05	0.19
SRR5240729	p__Fusobacteriota	4580	1177	0	25.70	0.00
SRR5240729	p__Actinomycetota	9195	899	0	9.78	0.00
SRR5240729	p__Desulfobacterota_I	1915	52	0	2.72	0.00
SRR5240729	p__Fibrobacterota	9	0	0	0.00	0.00
SRR5240729	p__Desulfobacterota	4	0	0	0.00	0.00
SRR5240729	p__Eisenbacteria	2	0	0	0.00	0.00
SRR5240729	p__Myxococcota	4	0	0	0.00	0.00
SRR5240729	p__Spirochaetota	49	22	0	44.90	0.00
SRR5240729	p__Omnitrophota	2	0	0	0.00	0.00
SRR5240729	p__Cyanobacteriota	14	0	0	0.00	0.00
SRR5240729	p__Elusimicrobiota	1	0	0	0.00	0.00
SRR5240729	p__Gemmatimonadota	1	0	0	0.00	0.00
SRR5240729	p__Acidobacteriota	4	0	0	0.00	0.00
SRR5240729	p__Patescibacteriota	5	0	0	0.00	0.00
SRR5240729	p__Babelota	1	0	0	0.00	0.00
SRR5240729	p__Caldisericota	1	0	0	0.00	0.00
SRR5240729	p__Campylobacterota	2	0	0	0.00	0.00
SRR5240729	p__Nitrospirota	2	0	0	0.00	0.00
SRR5240729	p__Verrucomicrobiota	5	0	0	0.00	0.00
SRR5240729	p__Planctomycetota	4	0	0	0.00	0.00
SRR5240729	p__Bacteroidota_A	2	0	0	0.00	0.00
SRR5240729	p__Synergistota	11	11	0	100.00	0.00
SRR5240729	p__Chloroflexota	6	0	0	0.00	0.00
SRR5240729	p__Deinococcota	1	0	0	0.00	0.00
SRR5240729	p__Thermotogota	3	0	0	0.00	0.00
SRR5240729	p__Armatimonadota	2	0	0	0.00	0.00
SRR5240729	p__Thermoplasmatota	1	0	0	0.00	0.00
SRR5240729	p__Asgardarchaeota	1	0	0	0.00	0.00
SRR5240729	p__Methanobacteriota	2	0	0	0.00	0.00
SRR5240730	p__Bacillota	1232625	1031370	101970	83.67	8.27
SRR5240730	p__Pseudomonadota	1393765	1162298	485380	83.39	34.83
SRR5240730	p__Bacteroidota	325414	286465	35	88.03	0.01
SRR5240730	p__Fusobacteriota	66625	59931	0	89.95	0.00
SRR5240730	p__Desulfobacterota_I	15456	8731	0	56.49	0.00
SRR5240730	p__Actinomycetota	36629	30505	25912	83.28	70.74
SRR5240730	p__Campylobacterota	1308	82	0	6.27	0.00
SRR5240730	p__Cyanobacteriota	67	31	0	46.27	0.00
SRR5240730	p__Verrucomicrobiota	22	3	0	13.64	0.00
SRR5240730	p__WOR-3	3	0	0	0.00	0.00
SRR5240730	p__Patescibacteriota	12	0	0	0.00	0.00
SRR5240730	p__Spirochaetota	34	21	0	61.76	0.00
SRR5240730	p__Deinococcota	3	0	0	0.00	0.00
SRR5240730	p__Desulfobacterota	2	0	0	0.00	0.00
SRR5240730	p__Synergistota	70	65	0	92.86	0.00
SRR5240730	p__Gemmatimonadota	8	0	0	0.00	0.00
SRR5240730	p__Myxococcota	8	0	0	0.00	0.00
SRR5240730	p__Planctomycetota	6	0	0	0.00	0.00
SRR5240730	p__Bdellovibrionota	1	0	0	0.00	0.00
SRR5240730	p__Chloroflexota	5	0	0	0.00	0.00
SRR5240730	p__Acidobacteriota	6	0	0	0.00	0.00
SRR5240730	p__Babelota	1	0	0	0.00	0.00
SRR5240730	p__Auribacterota	2	0	0	0.00	0.00
SRR5240730	p__Desulfobacterota_E	2	0	0	0.00	0.00
SRR5240730	p__Fibrobacterota	1	0	0	0.00	0.00
SRR5240730	p__Thermotogota	4	0	0	0.00	0.00
SRR5240730	p__Methanobacteriota	4	0	0	0.00	0.00
SRR5240730	p__Thermoproteota	2	0	0	0.00	0.00
SRR5240730	p__Halobacteriota	3	0	0	0.00	0.00
SRR5240731	p__Bacillota	1568270	1383495	518535	88.22	33.06
SRR5240731	p__Pseudomonadota	694854	552668	3405	79.54	0.49
SRR5240731	p__Bacteroidota	500869	460754	379936	91.99	75.86
SRR5240731	p__Desulfobacterota_I	30565	23404	14926	76.57	48.83
SRR5240731	p__Fusobacteriota	31837	25638	13	80.53	0.04
SRR5240731	p__Actinomycetota	287794	278296	271724	96.70	94.42
SRR5240731	p__Verrucomicrobiota	89	711	0	798.88	0.00
SRR5240731	p__Campylobacterota	111	9	0	8.11	0.00
SRR5240731	p__Patescibacteriota	17	0	0	0.00	0.00
SRR5240731	p__Cyanobacteriota	58	41	0	70.69	0.00
SRR5240731	p__Fibrobacterota	7	0	0	0.00	0.00
SRR5240731	p__Spirochaetota	37	3	0	8.11	0.00
SRR5240731	p__Omnitrophota	3	0	0	0.00	0.00
SRR5240731	p__Chloroflexota	12	3	0	25.00	0.00
SRR5240731	p__Myxococcota	3	0	0	0.00	0.00
SRR5240731	p__Gemmatimonadota	3	0	0	0.00	0.00
SRR5240731	p__Hydrogenedentota	6	6	0	100.00	0.00
SRR5240731	p__Desulfobacterota	399	396	0	99.25	0.00
SRR5240731	p__Cloacimonadota	1	0	0	0.00	0.00
SRR5240731	p__Marinisomatota	1	0	0	0.00	0.00
SRR5240731	p__Chrysiogenota	1	3	0	300.00	0.00
SRR5240731	p__Planctomycetota	11	3	0	27.27	0.00
SRR5240731	p__Babelota	1	0	0	0.00	0.00
SRR5240731	p__Bdellovibrionota	1	0	0	0.00	0.00
SRR5240731	p__Acidobacteriota	10	0	0	0.00	0.00
SRR5240731	p__Synergistota	19	15	0	78.95	0.00
SRR5240731	p__Deinococcota	3	0	0	0.00	0.00
SRR5240731	p__Krumholzibacteriota	1	1	1	100.00	100.00
SRR5240731	p__Bacteroidota_A	2	0	0	0.00	0.00
SRR5240731	p__UBA3054	1	0	0	0.00	0.00
SRR5240731	p__Thermotogota	1	0	0	0.00	0.00
SRR5240731	p__Eisenbacteria	3	0	0	0.00	0.00
SRR5240731	p__WOR-3	1	0	0	0.00	0.00
SRR5240731	p__Methanobacteriota	5	0	0	0.00	0.00
SRR5240731	p__Halobacteriota	2	3	0	150.00	0.00
SRR5240732	p__Pseudomonadota	561165	461241	297033	82.19	52.93
SRR5240732	p__Bacillota	1089586	820029	372119	75.26	34.15
SRR5240732	p__Bacteroidota	361722	320793	433	88.68	0.12
SRR5240732	p__Actinomycetota	85212	61528	45776	72.21	53.72
SRR5240732	p__Verrucomicrobiota	4480	1170	28	26.12	0.62
SRR5240732	p__Desulfobacterota_I	2464	14	0	0.57	0.00
SRR5240732	p__Fusobacteriota	84	0	0	0.00	0.00
SRR5240732	p__Campylobacterota	63	0	0	0.00	0.00
SRR5240732	p__Patescibacteriota	112	51	0	45.54	0.00
SRR5240732	p__Fibrobacterota	29	6	0	20.69	0.00
SRR5240732	p__Spirochaetota	169	56	0	33.14	0.00
SRR5240732	p__Synergistota	26	7	0	26.92	0.00
SRR5240732	p__Latescibacterota	3	0	0	0.00	0.00
SRR5240732	p__Cloacimonadota	3	0	0	0.00	0.00
SRR5240732	p__Nitrospirota	3	0	0	0.00	0.00
SRR5240732	p__Cyanobacteriota	14	0	0	0.00	0.00
SRR5240732	p__Gemmatimonadota	4	0	0	0.00	0.00
SRR5240732	p__Chloroflexota	23	0	0	0.00	0.00
SRR5240732	p__Acidobacteriota	10	2	0	20.00	0.00
SRR5240732	p__Bacteroidota_A	5	3	0	60.00	0.00
SRR5240732	p__Hydrogenedentota	1	0	0	0.00	0.00
SRR5240732	p__Deinococcota	1	0	0	0.00	0.00
SRR5240732	p__Vulcanimicrobiota	1	0	0	0.00	0.00
SRR5240732	p__Planctomycetota	4	0	0	0.00	0.00
SRR5240732	p__Desulfobacterota	11	3	0	27.27	0.00
SRR5240732	p__Myxococcota	2	0	0	0.00	0.00
SRR5240732	p__Krumholzibacteriota	1	0	0	0.00	0.00
SRR5240732	p__Caldisericota	2	0	0	0.00	0.00
SRR5240732	p__Desulfobacterota_B	1	0	0	0.00	0.00
SRR5240732	p__WOR-3	2	0	0	0.00	0.00
SRR5240732	p__CAIJMQ01	1	0	0	0.00	0.00
SRR5240732	p__Elusimicrobiota	1	0	0	0.00	0.00
SRR5240732	p__Thermotogota	1	0	0	0.00	0.00
SRR5240732	p__Eisenbacteria	2	0	0	0.00	0.00
SRR5240732	p__Omnitrophota	2	2	0	100.00	0.00
SRR5240732	p__Methanobacteriota	26	25	0	96.15	0.00
SRR5240732	p__Halobacteriota	3	10	0	333.33	0.00
SRR5240732	p__Thermoplasmatota	4	0	0	0.00	0.00
SRR5240734	p__Bacillota	1789518	1529384	755788	85.46	42.23
SRR5240734	p__Pseudomonadota	771849	654769	84	84.83	0.01
SRR5240734	p__Bacteroidota	388283	369058	336196	95.05	86.59
SRR5240734	p__Desulfobacterota_I	27750	19501	15194	70.27	54.75
SRR5240734	p__Actinomycetota	32992	27440	24521	83.17	74.32
SRR5240734	p__Fusobacteriota	17	0	0	0.00	0.00
SRR5240734	p__Patescibacteriota	21	1	0	4.76	0.00
SRR5240734	p__Verrucomicrobiota	22	21	0	95.45	0.00
SRR5240734	p__Synergistota	33	20	0	60.61	0.00
SRR5240734	p__Fibrobacterota	7	0	0	0.00	0.00
SRR5240734	p__Desulfobacterota	8	0	0	0.00	0.00
SRR5240734	p__Cyanobacteriota	9	0	0	0.00	0.00
SRR5240734	p__Myxococcota	11	0	0	0.00	0.00
SRR5240734	p__Spirochaetota	45	32	0	71.11	0.00
SRR5240734	p__Bdellovibrionota	2	0	0	0.00	0.00
SRR5240734	p__Chloroflexota	8	0	0	0.00	0.00
SRR5240734	p__Armatimonadota	9	9	0	100.00	0.00
SRR5240734	p__Deinococcota	1	0	0	0.00	0.00
SRR5240734	p__Planctomycetota	4	0	0	0.00	0.00
SRR5240734	p__Bacteroidota_A	2	0	0	0.00	0.00
SRR5240734	p__Acidobacteriota	4	0	0	0.00	0.00
SRR5240734	p__Chrysiogenota	2	0	0	0.00	0.00
SRR5240734	p__Bdellovibrionota_B	2	0	0	0.00	0.00
SRR5240734	p__Campylobacterota	3	0	0	0.00	0.00
SRR5240734	p__Cloacimonadota	2	0	0	0.00	0.00
SRR5240734	p__Aquificota	1	0	0	0.00	0.00
SRR5240734	p__Zixibacteria	2	0	0	0.00	0.00
SRR5240734	p__Nitrospirota	2	0	0	0.00	0.00
SRR5240734	p__Sumerlaeota	1	0	0	0.00	0.00
SRR5240734	p__Methylomirabilota	1	0	0	0.00	0.00
SRR5240734	p__Eisenbacteria	1	0	0	0.00	0.00
SRR5240734	p__Halobacteriota	3	0	0	0.00	0.00
SRR5240734	p__Korarchaeota	1	0	0	0.00	0.00
SRR5240734	p__Aenigmatarchaeota	1	0	0	0.00	0.00
SRR5240734	p__Micrarchaeota	1	0	0	0.00	0.00
SRR5240735	p__Bacillota	2266606	1981730	290191	87.43	12.80
SRR5240735	p__Pseudomonadota	545075	496021	376780	91.00	69.12
SRR5240735	p__Bacteroidota	84716	73312	6	86.54	0.01
SRR5240735	p__Actinomycetota	62163	56806	0	91.38	0.00
SRR5240735	p__Fusobacteriota	1392	332	0	23.85	0.00
SRR5240735	p__Patescibacteriota	25	0	0	0.00	0.00
SRR5240735	p__Cyanobacteriota	17	6	0	35.29	0.00
SRR5240735	p__Planctomycetota	11	0	0	0.00	0.00
SRR5240735	p__Chloroflexota	18	4	0	22.22	0.00
SRR5240735	p__Desulfobacterota_I	3	0	0	0.00	0.00
SRR5240735	p__Spirochaetota	39	19	0	48.72	0.00
SRR5240735	p__Verrucomicrobiota	8	4	0	50.00	0.00
SRR5240735	p__Methylomirabilota	1	0	0	0.00	0.00
SRR5240735	p__Latescibacterota	2	0	0	0.00	0.00
SRR5240735	p__Desulfobacterota	12	0	0	0.00	0.00
SRR5240735	p__Gemmatimonadota	3	0	0	0.00	0.00
SRR5240735	p__Vulcanimicrobiota	1	0	0	0.00	0.00
SRR5240735	p__Acidobacteriota	7	0	0	0.00	0.00
SRR5240735	p__Campylobacterota	6	0	0	0.00	0.00
SRR5240735	p__Bacteroidota_A	3	0	0	0.00	0.00
SRR5240735	p__WOR-3	1	0	0	0.00	0.00
SRR5240735	p__Caldisericota	4	0	0	0.00	0.00
SRR5240735	p__Deinococcota	1	0	0	0.00	0.00
SRR5240735	p__Myxococcota	1	0	0	0.00	0.00
SRR5240735	p__Bdellovibrionota	2	0	0	0.00	0.00
SRR5240735	p__Synergistota	18	17	0	94.44	0.00
SRR5240735	p__Fibrobacterota	2	0	0	0.00	0.00
SRR5240735	p__Myxococcota_A	1	0	0	0.00	0.00
SRR5240735	p__Armatimonadota	1	0	0	0.00	0.00
SRR5240735	p__Eisenbacteria	1	0	0	0.00	0.00
SRR5240735	p__Halobacteriota	21	16	0	76.19	0.00
SRR5240735	p__Thermoplasmatota	2	0	0	0.00	0.00
SRR5240735	p__Methanobacteriota	2	0	0	0.00	0.00
SRR5240735	p__Thermoproteota	1	0	0	0.00	0.00
SRR5240735	p__Nanobdellota	1	0	0	0.00	0.00
SRR5240736	p__Bacteroidota	1136326	1029947	610579	90.64	53.73
SRR5240736	p__Pseudomonadota	205691	174954	168	85.06	0.08
SRR5240736	p__Bacillota	942097	676748	250725	71.83	26.61
SRR5240736	p__Desulfobacterota_I	36028	30190	14811	83.80	41.11
SRR5240736	p__Synergistota	12365	7511	0	60.74	0.00
