query,p_genome,avg_abund,p_metag,metagenome name
mm39.fa.gz,0.00%,4.8,0.00%,ERR1414265
mm39.fa.gz,0.00%,1,0.00%,SRR1632820
mm39.fa.gz,0.00%,7.3,0.00%,SRR3187432
mm39.fa.gz,0.00%,3.9,0.00%,SRR11267081
mm39.fa.gz,0.00%,2.8,0.00%,SRR10810020
mm39.fa.gz,0.00%,41.4,0.10%,SRR12908327
mm39.fa.gz,0.10%,101,3.00%,ERR2241907
mm39.fa.gz,28.20%,1.8,12.30%,SRR15604488
mm39.fa.gz,0.00%,13.7,0.10%,SRR12181033
mm39.fa.gz,0.00%,231.4,1.50%,ERR2245479
mm39.fa.gz,0.00%,3.9,0.00%,SRR11267080
mm39.fa.gz,0.00%,51.2,0.20%,ERR738548
mm39.fa.gz,0.00%,15,0.10%,ERR2245445
mm39.fa.gz,0.00%,7.7,0.10%,SRR10527395
mm39.fa.gz,0.10%,7.9,0.10%,ERR2094165
mm39.fa.gz,0.00%,4.2,0.00%,ERR2564007
mm39.fa.gz,0.00%,7.5,0.00%,ERR3273282
mm39.fa.gz,0.00%,4,0.10%,SRR7610135
mm39.fa.gz,0.00%,1,0.00%,SRR1631321
mm39.fa.gz,0.00%,7.3,0.00%,SRR5808807
mm39.fa.gz,0.00%,6,0.00%,ERR3593017
mm39.fa.gz,0.40%,1.5,3.40%,SRR12272164
mm39.fa.gz,0.00%,6.9,0.00%,ERR2241673
mm39.fa.gz,0.00%,1,0.00%,SRR3988555
mm39.fa.gz,0.00%,18.7,0.00%,ERR2241905
mm39.fa.gz,5.10%,1.2,2.20%,DRR014782
mm39.fa.gz,1.40%,1.8,11.00%,SRR13713017
mm39.fa.gz,1.80%,1.3,1.10%,SRR19759452
mm39.fa.gz,0.00%,1,0.00%,SRR3988603
mm39.fa.gz,0.00%,14.8,0.00%,ERR2241906
mm39.fa.gz,0.00%,2.4,0.00%,SRR2107178
mm39.fa.gz,0.40%,2.1,0.50%,SRR13827504
mm39.fa.gz,0.00%,1,0.00%,ERR2683611
mm39.fa.gz,0.00%,4,0.00%,SRR1632794
mm39.fa.gz,0.10%,7.7,0.40%,SRR6727993
mm39.fa.gz,0.00%,9.2,0.00%,ERR10695319
mm39.fa.gz,0.00%,15.6,0.10%,ERR2607498
mm39.fa.gz,0.00%,23.2,0.20%,ERR4398722
mm39.fa.gz,0.00%,1.6,0.00%,SRR19981115
mm39.fa.gz,0.00%,1,0.00%,SRR13169504
mm39.fa.gz,0.00%,3.2,0.00%,ERR10736386
mm39.fa.gz,0.00%,2.2,0.00%,ERR2762980
mm39.fa.gz,0.00%,5.3,0.00%,SRR4408133
mm39.fa.gz,0.00%,1,0.00%,SRR3211792
mm39.fa.gz,0.50%,1.3,4.60%,SRR5382238
mm39.fa.gz,0.10%,12.1,1.90%,SRR13840094
mm39.fa.gz,0.00%,13.9,0.10%,SRR12181016
mm39.fa.gz,0.00%,2.6,0.10%,SRR13256671
mm39.fa.gz,0.10%,3,0.60%,SRR15429271
mm39.fa.gz,0.00%,1,0.00%,ERR5084179
mm39.fa.gz,0.00%,1.5,0.00%,SRR3988607
mm39.fa.gz,0.00%,1.4,0.00%,SRR2107218
mm39.fa.gz,0.00%,12.2,0.10%,ERR4398745
mm39.fa.gz,0.00%,2.9,0.00%,SRR10527384
mm39.fa.gz,0.00%,6.9,0.00%,ERR4398794
mm39.fa.gz,0.00%,3.7,0.00%,ERR2696814
mm39.fa.gz,0.00%,42.6,0.20%,ERR2241881
mm39.fa.gz,0.10%,261.3,3.20%,ERR599277
mm39.fa.gz,0.00%,1,0.00%,ERR2683612
mm39.fa.gz,0.00%,7.4,0.00%,SRR3017104
mm39.fa.gz,0.00%,1.7,0.00%,SRR6519254
mm39.fa.gz,0.00%,3,0.00%,ERR1467148
mm39.fa.gz,0.00%,2,0.00%,SRR3989360
mm39.fa.gz,0.00%,4.2,0.00%,ERR2241779
mm39.fa.gz,0.00%,5.6,0.10%,ERR2607416
mm39.fa.gz,0.00%,5.6,0.10%,ERR5866866
mm39.fa.gz,0.00%,45.9,0.90%,ERR1868854
mm39.fa.gz,0.00%,57.2,0.30%,ERR2245482
mm39.fa.gz,0.00%,8.4,0.00%,SRR10914160
mm39.fa.gz,0.00%,1,0.00%,ERR5083272
mm39.fa.gz,0.00%,83.7,9.20%,SRR6216758
mm39.fa.gz,8.20%,1.5,26.70%,SRR16350227
mm39.fa.gz,0.00%,5.1,0.00%,ERR2607418
mm39.fa.gz,0.00%,10.5,0.10%,ERR4869744
mm39.fa.gz,0.00%,6.6,0.00%,ERR2607450
mm39.fa.gz,0.00%,1.2,0.00%,ERR3219773
mm39.fa.gz,0.00%,18.8,0.10%,ERR2241687
mm39.fa.gz,0.00%,9,0.00%,ERR2607464
mm39.fa.gz,0.00%,1,0.00%,SRR3211765
mm39.fa.gz,0.00%,8.4,0.00%,SRR9219376
mm39.fa.gz,0.00%,3.8,0.00%,ERR2241724
mm39.fa.gz,1.20%,1.2,3.10%,SRR7664985
mm39.fa.gz,0.10%,12.5,0.10%,SRR5788051
mm39.fa.gz,0.00%,17.8,0.00%,ERR2597421
mm39.fa.gz,0.00%,2,0.00%,SRR3989393
mm39.fa.gz,0.00%,7.3,0.00%,SRR490749
mm39.fa.gz,0.10%,270.5,13.50%,SRR6757641
mm39.fa.gz,0.00%,21,0.00%,ERR2135449
mm39.fa.gz,0.00%,9.5,0.00%,ERR2597514
mm39.fa.gz,0.90%,1.2,2.10%,SRR7664988
mm39.fa.gz,0.00%,2,0.00%,ERR1543784
mm39.fa.gz,0.00%,4,0.00%,SRR19721632
mm39.fa.gz,0.00%,1.8,0.00%,SRR10810029
mm39.fa.gz,0.00%,6.9,0.40%,ERR1868846
mm39.fa.gz,0.00%,2.7,0.10%,ERR2808649
mm39.fa.gz,0.00%,8,0.00%,SRR3188780
mm39.fa.gz,0.00%,29,0.00%,SRR7403892
mm39.fa.gz,0.00%,42.7,0.50%,SRR6514678
mm39.fa.gz,0.00%,3.2,0.00%,SRR5808831
mm39.fa.gz,0.00%,5.4,0.10%,SRR9109406
mm39.fa.gz,0.00%,7,0.10%,SRR17188293
mm39.fa.gz,0.50%,1.1,1.30%,SRR7665009
mm39.fa.gz,0.00%,7.6,0.00%,SRR11267049
mm39.fa.gz,0.00%,8.2,0.00%,SRR18079830
mm39.fa.gz,0.00%,7.6,0.00%,SRR1917151
mm39.fa.gz,0.00%,1,0.00%,ERR589817
mm39.fa.gz,0.00%,5.4,0.10%,SRR7468287
mm39.fa.gz,18.10%,1.7,7.00%,SRR15604629
mm39.fa.gz,0.00%,5.2,0.00%,SRR10527389
mm39.fa.gz,0.90%,1.7,5.80%,SRR18825464
mm39.fa.gz,0.40%,1.4,0.20%,SRR15604625
mm39.fa.gz,0.00%,15.4,0.10%,ERR4398761
mm39.fa.gz,0.00%,5.8,0.10%,SRR4069403
mm39.fa.gz,0.60%,1.2,0.30%,SRR19759426
mm39.fa.gz,0.00%,3,0.00%,SRR1873833
mm39.fa.gz,0.50%,1.3,3.40%,SRR5382244
mm39.fa.gz,0.00%,10,0.10%,ERR2241860
mm39.fa.gz,0.40%,1.7,5.00%,SRR12272154
mm39.fa.gz,0.00%,9.3,0.10%,DRR019499
mm39.fa.gz,0.30%,1.6,0.40%,SRR19715298
mm39.fa.gz,0.00%,56.4,0.50%,SRR6514687
mm39.fa.gz,0.00%,3.8,0.00%,SRR1873853
mm39.fa.gz,0.00%,6.2,0.10%,SRR17188284
mm39.fa.gz,0.00%,928.7,18.10%,SRR4420322
mm39.fa.gz,6.70%,1.5,6.80%,SRR14629574
mm39.fa.gz,0.00%,2.8,0.00%,ERR1525441
mm39.fa.gz,0.00%,7,0.10%,ERR2144869
mm39.fa.gz,0.00%,3,0.00%,SRR2047830
mm39.fa.gz,0.00%,3.4,0.00%,SRR6311222
mm39.fa.gz,0.00%,21.2,0.00%,ERR2241692
mm39.fa.gz,0.00%,15.6,0.10%,SRR12181008
mm39.fa.gz,7.10%,1.6,2.80%,SRR15604477
mm39.fa.gz,0.00%,3.7,0.00%,SRR5808811
mm39.fa.gz,82.60%,4,59.70%,SRR18439529
mm39.fa.gz,0.10%,27.9,0.30%,ERR4869826
mm39.fa.gz,0.00%,1,0.00%,SRR1631246
mm39.fa.gz,0.00%,1.3,0.00%,SRR3989365
mm39.fa.gz,2.90%,2.5,8.40%,SRR13753928
mm39.fa.gz,0.00%,13.2,0.20%,ERR4398785
mm39.fa.gz,0.00%,5.7,0.00%,ERR1869526
mm39.fa.gz,0.00%,2,0.00%,SRR6323418
mm39.fa.gz,0.00%,34.2,0.30%,SRR1873849
mm39.fa.gz,0.00%,2,0.00%,ERR589841
mm39.fa.gz,0.10%,1.1,0.00%,SRR5106331
mm39.fa.gz,0.00%,10.9,0.10%,ERR2241650
mm39.fa.gz,0.00%,4.6,0.00%,ERR2592278
mm39.fa.gz,0.00%,5,0.00%,ERR2592276
mm39.fa.gz,0.00%,30.6,0.10%,ERR1877481
mm39.fa.gz,0.10%,14,0.50%,SRR13122252
mm39.fa.gz,0.70%,1.4,3.90%,SRR5382227
mm39.fa.gz,0.00%,4.3,0.10%,ERR2144896
mm39.fa.gz,0.00%,5.1,0.20%,ERR1868838
mm39.fa.gz,0.20%,85.7,1.40%,ERR1726914
mm39.fa.gz,0.00%,2.7,0.00%,ERR2808654
mm39.fa.gz,0.60%,1.2,1.70%,SRR7664947
mm39.fa.gz,0.00%,1.6,0.30%,ERR5917023
mm39.fa.gz,0.20%,119.5,9.30%,SRR6145077
mm39.fa.gz,0.00%,6.4,0.00%,ERR2094171
mm39.fa.gz,0.00%,3,0.00%,ERR1543776
mm39.fa.gz,0.00%,9.9,0.10%,ERR2597427
mm39.fa.gz,0.00%,13.7,0.10%,SRR12180951
mm39.fa.gz,0.30%,1.2,2.70%,SRR5382231
mm39.fa.gz,0.00%,2.3,0.00%,SRR3989353
mm39.fa.gz,0.00%,8.2,0.00%,ERR3589579
mm39.fa.gz,0.00%,10.3,0.10%,ERR2592265
mm39.fa.gz,0.10%,13.5,0.40%,SRR5788247
mm39.fa.gz,0.00%,1,0.00%,SRR3989386
mm39.fa.gz,0.00%,33.6,0.10%,ERR589541
mm39.fa.gz,0.00%,72,0.00%,SRR3961734
mm39.fa.gz,0.00%,3,0.00%,ERR1512994
mm39.fa.gz,0.00%,1.2,0.00%,ERR1512998
mm39.fa.gz,0.00%,1,0.00%,SRR3187446
mm39.fa.gz,0.00%,50.7,0.30%,ERR2241793
mm39.fa.gz,0.00%,3.5,0.00%,SRR11267071
mm39.fa.gz,0.00%,6,0.00%,ERR2607429
mm39.fa.gz,2.40%,1.5,6.00%,SRR16350202
mm39.fa.gz,0.00%,13.9,0.50%,ERR1864492
mm39.fa.gz,0.00%,2.4,0.00%,ERR3083899
mm39.fa.gz,0.00%,2,0.00%,ERR970318
mm39.fa.gz,0.00%,4.3,0.00%,SRR2047832
mm39.fa.gz,0.00%,7.4,0.10%,ERR1868842
mm39.fa.gz,1.00%,1.7,9.50%,SRR13713035
mm39.fa.gz,0.00%,37.3,0.20%,ERR2750096
mm39.fa.gz,0.00%,15.9,0.20%,ERR4398744
mm39.fa.gz,0.00%,15.3,0.00%,ERR414481
mm39.fa.gz,0.00%,10.5,0.00%,ERR10695321
mm39.fa.gz,0.00%,7.7,0.10%,ERR594327
mm39.fa.gz,0.00%,16.6,0.10%,ERR2241639
mm39.fa.gz,0.00%,4.2,0.10%,ERR3340883
mm39.fa.gz,0.10%,17.3,0.30%,ERR4869720
mm39.fa.gz,0.00%,3,0.00%,SRR3211781
mm39.fa.gz,0.00%,4,0.00%,ERR864206
mm39.fa.gz,0.00%,1.3,0.00%,SRR4048938
mm39.fa.gz,0.00%,85.2,0.20%,SRR9182859
mm39.fa.gz,0.00%,3.1,0.00%,ERR4702555
mm39.fa.gz,0.00%,1.5,0.00%,SRR3988320
mm39.fa.gz,0.00%,11,0.00%,ERR2757383
mm39.fa.gz,0.10%,2,0.10%,SRR19715303
mm39.fa.gz,0.00%,11.8,0.30%,ERR5094870
mm39.fa.gz,0.00%,1,0.00%,SRR1632449
mm39.fa.gz,25.00%,1.5,13.90%,SRR19241959
mm39.fa.gz,0.00%,24,0.00%,SRR3961733
mm39.fa.gz,0.10%,13.9,0.70%,SRR12479754
mm39.fa.gz,6.50%,1.2,6.30%,SRR5574508
mm39.fa.gz,0.00%,4.5,0.00%,SRR1702227
mm39.fa.gz,0.10%,20.2,2.00%,SRR13840100
mm39.fa.gz,0.00%,16.1,0.20%,SRR2018010
mm39.fa.gz,0.00%,9,0.00%,SRR6713630
mm39.fa.gz,0.80%,1.2,1.40%,SRR7664943
mm39.fa.gz,0.00%,3.7,0.00%,ERR2597356
mm39.fa.gz,28.00%,1.7,16.80%,SRR13528212
mm39.fa.gz,0.00%,3.4,0.10%,SRR7610121
mm39.fa.gz,1.50%,1.4,0.50%,SRR15604633
mm39.fa.gz,0.00%,1,0.00%,ERR1736747
mm39.fa.gz,0.00%,2,0.10%,SRR13256653
mm39.fa.gz,0.00%,10.9,0.10%,ERR2607472
mm39.fa.gz,0.00%,5.1,0.00%,ERR2784837
mm39.fa.gz,6.60%,1.5,16.50%,SRR16350244
mm39.fa.gz,0.00%,3.8,0.00%,SRR10914162
mm39.fa.gz,0.40%,1.2,3.60%,SRR5382246
mm39.fa.gz,0.00%,2,0.00%,SRR1631484
mm39.fa.gz,0.00%,7.6,0.00%,SRR5007354
mm39.fa.gz,0.00%,7.5,0.10%,SRR17188279
mm39.fa.gz,0.00%,5.6,0.10%,SRR9109409
mm39.fa.gz,0.00%,2,0.00%,ERR1525434
mm39.fa.gz,4.70%,1.5,2.70%,ERR3357626
mm39.fa.gz,0.00%,8,0.00%,SRR11267051
mm39.fa.gz,0.00%,14.2,0.10%,SRR12181054
mm39.fa.gz,88.60%,4.4,76.60%,SRR18439537
mm39.fa.gz,6.70%,1.2,10.90%,ERR576943
mm39.fa.gz,0.10%,8.5,0.10%,ERR2241656
mm39.fa.gz,0.10%,1.7,2.10%,SRR12272156
mm39.fa.gz,0.10%,7.9,0.20%,SRR12456169
mm39.fa.gz,0.00%,12,0.00%,SRR3961742
mm39.fa.gz,0.00%,4.1,0.00%,ERR2863824
mm39.fa.gz,0.00%,124,13.20%,SRR1950773
mm39.fa.gz,0.10%,35.7,0.60%,SRR5720293
mm39.fa.gz,0.00%,22.7,0.10%,SRR12181012
mm39.fa.gz,0.00%,17.3,0.00%,SRR1522964
mm39.fa.gz,0.00%,1.7,0.00%,SRR10810038
mm39.fa.gz,0.00%,13.7,0.10%,ERR4398786
mm39.fa.gz,0.00%,18,0.00%,ERR2241879
mm39.fa.gz,0.00%,5.7,0.10%,SRR1202081
mm39.fa.gz,0.00%,1.8,0.10%,SRR13256642
mm39.fa.gz,0.10%,7.9,0.10%,SRR12180948
mm39.fa.gz,0.00%,3.7,0.00%,ERR2683624
mm39.fa.gz,2.40%,1.4,2.80%,ERR3357590
mm39.fa.gz,0.00%,2.4,0.10%,ERR3155588
mm39.fa.gz,0.00%,11.9,0.00%,ERR2241904
mm39.fa.gz,0.00%,1.3,0.00%,SRR3989395
mm39.fa.gz,0.00%,1,0.00%,SRR6323163
mm39.fa.gz,0.00%,8.6,0.00%,SRR9219371
mm39.fa.gz,0.00%,12.4,0.00%,ERR2241770
mm39.fa.gz,0.00%,1,0.00%,SRR1631039
mm39.fa.gz,0.00%,8.5,0.00%,ERR4398796
mm39.fa.gz,0.00%,7.5,0.00%,ERR3285537
mm39.fa.gz,0.00%,1,0.80%,SRR5790624
mm39.fa.gz,0.10%,87.6,4.70%,ERR3593583
mm39.fa.gz,0.60%,1.2,0.90%,ERR575691
mm39.fa.gz,0.00%,7.2,0.10%,ERR2607431
mm39.fa.gz,0.00%,1,0.00%,SRR3211769
mm39.fa.gz,0.00%,7.2,0.20%,DRR046087
mm39.fa.gz,0.00%,2.1,0.10%,SRR13256646
mm39.fa.gz,0.00%,6.7,0.00%,DRR163689
mm39.fa.gz,86.40%,3.9,76.80%,SRR18439533
mm39.fa.gz,0.90%,2.6,14.80%,SRR18825439
mm39.fa.gz,0.00%,1.9,0.10%,SRR13256638
mm39.fa.gz,0.00%,1,0.00%,SRR3187208
mm39.fa.gz,0.00%,19.5,0.00%,ERR5947604
mm39.fa.gz,0.00%,1.5,0.00%,SRR1632443
mm39.fa.gz,0.10%,1.3,0.10%,SRR19759410
mm39.fa.gz,0.00%,2.8,0.00%,SRR1873864
mm39.fa.gz,0.00%,2,0.00%,SRR3187447
mm39.fa.gz,0.00%,18.4,0.40%,ERR2592333
mm39.fa.gz,1.30%,1.7,11.70%,SRR12272150
mm39.fa.gz,0.00%,2.2,0.00%,ERR2597446
mm39.fa.gz,0.00%,125,1.50%,ERR2241789
mm39.fa.gz,0.00%,2.9,0.10%,ERR2808664
mm39.fa.gz,0.00%,1,0.00%,SRR3989398
mm39.fa.gz,0.00%,7.4,0.00%,SRR11267059
mm39.fa.gz,0.00%,13,0.10%,SRR12097445
mm39.fa.gz,0.00%,1.4,0.00%,ERR2696426
mm39.fa.gz,3.30%,1.4,4.10%,ERR3357551
mm39.fa.gz,0.00%,3.1,0.00%,SRR2107219
mm39.fa.gz,0.00%,17.4,0.20%,SRR5918694
mm39.fa.gz,0.00%,6.1,0.00%,SRR3017091
mm39.fa.gz,0.00%,12.1,0.00%,ERR2241799
mm39.fa.gz,0.00%,11.1,0.00%,ERR4398813
mm39.fa.gz,0.00%,8.5,0.00%,ERR2241967
mm39.fa.gz,0.00%,1,0.00%,ERR2486462
mm39.fa.gz,0.00%,1,0.00%,SRR1491089
mm39.fa.gz,0.00%,8.5,0.00%,SRR1023996
mm39.fa.gz,0.40%,1.1,16.30%,SRR5790623
mm39.fa.gz,0.00%,1,0.00%,SRR3989388
mm39.fa.gz,0.00%,3.4,0.00%,SRR7287194
mm39.fa.gz,0.00%,4,0.00%,ERR3414573
mm39.fa.gz,0.00%,1,0.00%,ERR912059
mm39.fa.gz,0.70%,1.4,3.70%,SRR5382233
mm39.fa.gz,0.00%,10.1,0.60%,SRR12480167
mm39.fa.gz,0.00%,41.4,0.10%,SRR9182871
mm39.fa.gz,0.00%,56.3,0.20%,SRR12908328
mm39.fa.gz,0.00%,12.7,0.20%,SRR5788226
mm39.fa.gz,0.00%,9.3,0.00%,ERR1544002
mm39.fa.gz,0.00%,46,0.50%,SRR7287245
mm39.fa.gz,0.00%,6.6,0.00%,ERR2592266
mm39.fa.gz,0.70%,1.4,3.90%,SRR5382235
mm39.fa.gz,0.00%,4.6,0.00%,SRR17255031
mm39.fa.gz,0.00%,23.1,0.90%,SRR6059112
mm39.fa.gz,0.00%,4.7,0.10%,SRR1702230
mm39.fa.gz,0.10%,3.9,0.10%,SRR15322609
mm39.fa.gz,0.00%,32.2,0.10%,ERR2241737
mm39.fa.gz,0.00%,22,0.00%,SRR4305066
mm39.fa.gz,0.00%,3,0.00%,SRR7287219
mm39.fa.gz,0.00%,1,0.00%,SRR3211779
mm39.fa.gz,0.00%,2.2,0.00%,SRR7610125
mm39.fa.gz,0.00%,11.6,0.00%,ERR4398766
mm39.fa.gz,1.10%,1.2,1.50%,SRR7664993
mm39.fa.gz,0.00%,3.5,0.00%,ERR2597372
mm39.fa.gz,0.00%,4.5,0.10%,ERR1868844
mm39.fa.gz,0.00%,23,0.10%,ERR2241837
mm39.fa.gz,0.00%,8.9,0.10%,ERR5094899
mm39.fa.gz,0.00%,1,0.00%,ERR969482
mm39.fa.gz,0.00%,1,0.00%,SRR3988312
mm39.fa.gz,0.00%,20.9,0.00%,ERR4398798
mm39.fa.gz,0.00%,6.8,0.10%,SRR5808821
mm39.fa.gz,0.00%,10.2,0.00%,ERR5100215
mm39.fa.gz,0.00%,1.3,0.00%,ERR969468
mm39.fa.gz,0.00%,4.2,0.00%,SRR1702231
mm39.fa.gz,0.00%,24.7,0.40%,SRR5915270
mm39.fa.gz,2.10%,1.5,1.00%,SRR13428088
mm39.fa.gz,0.00%,2,0.00%,SRR3211795
mm39.fa.gz,0.00%,12.1,0.10%,ERR2241979
mm39.fa.gz,0.00%,11,0.00%,ERR1512987
mm39.fa.gz,0.00%,14.2,0.10%,ERR2764820
mm39.fa.gz,0.00%,46.3,0.40%,ERR2245443
mm39.fa.gz,0.00%,13.3,0.00%,SRR11267053
mm39.fa.gz,0.10%,30.3,0.70%,SRR12480322
mm39.fa.gz,0.00%,4.7,0.00%,ERR2607445
mm39.fa.gz,0.00%,5.7,0.00%,SRR12456163
mm39.fa.gz,0.00%,8,0.00%,SRR7287241
mm39.fa.gz,0.20%,1.1,0.20%,SRR7664973
mm39.fa.gz,0.00%,14.9,0.10%,SRR12181005
mm39.fa.gz,0.00%,1,0.00%,ERR2696425
mm39.fa.gz,0.00%,4.5,0.10%,ERR2808659
mm39.fa.gz,0.00%,10.3,0.10%,SRR12180969
mm39.fa.gz,0.00%,3,0.00%,SRR3988582
mm39.fa.gz,3.30%,1.4,1.90%,SRR17257158
mm39.fa.gz,0.00%,3.5,0.30%,SRR1209978
mm39.fa.gz,0.00%,6.3,0.10%,SRR5997549
mm39.fa.gz,0.00%,15.5,0.10%,ERR2607451
mm39.fa.gz,0.10%,1.5,1.00%,ERR5916864
mm39.fa.gz,0.00%,2.3,0.30%,SRR13840111
mm39.fa.gz,0.00%,38.2,0.20%,ERR2241880
mm39.fa.gz,21.20%,1.7,8.40%,SRR15604491
mm39.fa.gz,0.00%,2,0.00%,SRR6038487
mm39.fa.gz,0.90%,2.4,0.60%,ERR9465694
mm39.fa.gz,0.00%,12.8,0.10%,SRR12180967
mm39.fa.gz,0.00%,2.2,0.00%,SRR10810010
mm39.fa.gz,0.00%,40.8,0.00%,SRR5924454
mm39.fa.gz,0.00%,1.6,0.00%,DRR163688
mm39.fa.gz,5.30%,1.6,5.00%,SRR15431160
mm39.fa.gz,0.60%,1.8,4.30%,SRR13713018
mm39.fa.gz,0.00%,31.3,0.30%,SRR1917156
mm39.fa.gz,0.00%,2.7,0.00%,SRR9182861
mm39.fa.gz,0.00%,29.2,0.10%,ERR4398824
mm39.fa.gz,0.00%,7.4,0.10%,ERR2144887
mm39.fa.gz,0.00%,3,0.10%,ERR2808648
mm39.fa.gz,0.80%,1.1,2.10%,SRR7664986
mm39.fa.gz,0.00%,9.8,0.00%,SRR1763381
mm39.fa.gz,0.00%,54.4,0.50%,SRR6514664
mm39.fa.gz,0.00%,1,0.00%,SRR3211783
mm39.fa.gz,0.00%,25.6,0.00%,ERR3804376
mm39.fa.gz,0.00%,1,0.00%,SRR1632440
mm39.fa.gz,0.00%,27.9,0.10%,ERR2241878
mm39.fa.gz,0.00%,4.9,0.00%,SRR1873841
mm39.fa.gz,4.60%,1.3,11.10%,SRR7664981
mm39.fa.gz,0.00%,7.2,0.00%,DRR121401
mm39.fa.gz,0.00%,4.5,0.10%,ERR2144874
mm39.fa.gz,0.00%,6.3,0.00%,SRR7287244
mm39.fa.gz,0.00%,1.5,0.00%,ERR2683641
mm39.fa.gz,0.90%,1.2,1.40%,ERR575692
mm39.fa.gz,0.00%,11.8,0.10%,SRR12181024
mm39.fa.gz,0.10%,24.7,0.50%,SRR5788188
mm39.fa.gz,0.00%,12,0.00%,ERR2607486
mm39.fa.gz,0.00%,20.8,0.10%,ERR2592256
mm39.fa.gz,0.00%,3,0.00%,SRR4408187
mm39.fa.gz,0.20%,1.6,1.80%,ERR5916852
mm39.fa.gz,3.00%,1.4,7.10%,SRR14679321
mm39.fa.gz,0.00%,7.5,0.00%,ERR2784785
mm39.fa.gz,0.00%,4,0.00%,ERR1513006
mm39.fa.gz,0.00%,4.2,0.10%,SRR6490006
mm39.fa.gz,0.00%,1,0.00%,SRR3988595
mm39.fa.gz,3.10%,1.5,5.30%,SRR14920981
mm39.fa.gz,0.00%,116.8,0.80%,ERR2245474
mm39.fa.gz,0.00%,18.5,0.10%,ERR3494954
mm39.fa.gz,7.80%,1.7,46.00%,ERR3357578
mm39.fa.gz,0.00%,14.3,0.00%,ERR2241833
mm39.fa.gz,0.00%,7.8,0.00%,SRR6713628
mm39.fa.gz,0.00%,27.2,1.20%,ERR1868848
mm39.fa.gz,0.00%,33,0.00%,SRR5924194
mm39.fa.gz,0.00%,1,0.00%,SRR6323417
mm39.fa.gz,1.20%,1.9,1.50%,SRR13827517
mm39.fa.gz,6.70%,1.3,3.30%,SRR19759445
mm39.fa.gz,0.30%,1.6,1.70%,ERR5917005
mm39.fa.gz,0.10%,1.1,2.90%,SRR5790604
mm39.fa.gz,0.00%,3.4,0.00%,SRR7287221
mm39.fa.gz,0.00%,7.5,0.10%,SRR18079820
mm39.fa.gz,0.00%,1,0.00%,SRR3211766
mm39.fa.gz,0.10%,100.9,12.40%,SRR1950765
mm39.fa.gz,0.00%,3,0.00%,SRR19721638
mm39.fa.gz,0.00%,2.3,0.00%,ERR3273309
mm39.fa.gz,0.00%,5.5,0.00%,ERR3261566
mm39.fa.gz,0.00%,2.3,0.00%,ERR2597377
mm39.fa.gz,0.00%,13.2,0.10%,ERR5094895
mm39.fa.gz,0.00%,1.3,0.00%,ERR3219795
mm39.fa.gz,0.20%,104.7,10.20%,SRR6145084
mm39.fa.gz,0.00%,13.5,0.10%,ERR2592267
mm39.fa.gz,0.10%,46.6,0.90%,SRR5917137
mm39.fa.gz,0.00%,1,0.00%,SRR3988457
mm39.fa.gz,0.00%,14.1,0.40%,ERR2017147
mm39.fa.gz,0.40%,1.2,3.80%,SRR5382230
mm39.fa.gz,0.00%,38.7,0.80%,ERR2592341
mm39.fa.gz,0.00%,2.6,0.00%,SRR1873838
mm39.fa.gz,0.00%,11.8,0.10%,ERR4869742
mm39.fa.gz,0.00%,22.1,0.10%,SRR12180979
mm39.fa.gz,0.00%,9.3,0.10%,SRR17188272
mm39.fa.gz,0.00%,9.3,0.10%,SRR12180975
mm39.fa.gz,0.00%,1.6,0.00%,SRR7610131
mm39.fa.gz,0.00%,10.5,0.00%,SRR11267052
mm39.fa.gz,0.00%,6,0.40%,SRR1202089
mm39.fa.gz,0.00%,2,0.00%,SRR3988329
mm39.fa.gz,0.00%,1,0.00%,ERR2538511
mm39.fa.gz,0.00%,1,0.00%,SRR6323392
mm39.fa.gz,0.00%,3.9,0.00%,SRR5240727
mm39.fa.gz,0.00%,6.9,0.00%,ERR2241674
mm39.fa.gz,0.00%,5.2,0.00%,SRR5947823
mm39.fa.gz,0.00%,15.7,0.00%,ERR10695324
mm39.fa.gz,0.10%,33,0.50%,SRR8812408
mm39.fa.gz,0.00%,2.4,0.00%,ERR2241922
mm39.fa.gz,0.00%,4,0.00%,DRR163693
mm39.fa.gz,0.00%,6.8,0.10%,ERR2607419
mm39.fa.gz,0.00%,3.4,0.00%,SRR6713625
mm39.fa.gz,0.00%,1.6,0.00%,ERR1467141
mm39.fa.gz,0.00%,75.7,0.30%,ERR2245471
mm39.fa.gz,0.00%,2.2,0.10%,SRR5040915
mm39.fa.gz,0.00%,2.6,0.00%,ERR3219753
mm39.fa.gz,0.20%,14.3,4.40%,ERR2750211
mm39.fa.gz,0.00%,5.3,0.00%,ERR2863820
mm39.fa.gz,0.60%,1.4,3.60%,SRR5382224
mm39.fa.gz,0.00%,28.6,0.10%,ERR2597525
mm39.fa.gz,0.00%,4.2,0.00%,SRR10810019
mm39.fa.gz,0.00%,5.1,0.00%,SRR11267054
mm39.fa.gz,0.00%,2,0.00%,SRR3211762
mm39.fa.gz,0.00%,4.2,0.00%,SRR18079819
mm39.fa.gz,0.00%,1,0.00%,SRR1631283
mm39.fa.gz,0.00%,6.9,0.00%,SRR7287205
mm39.fa.gz,0.00%,5.6,0.10%,SRR6514685
mm39.fa.gz,0.00%,11,0.90%,SRR1166591
