query,p_genome,avg_abund,p_metag,metagenome name
oviAri4.fa.gz,0.00%,1,0.00%,SRR1632415
oviAri4.fa.gz,0.00%,4.6,0.00%,SRR15604597
oviAri4.fa.gz,0.00%,12.2,0.00%,SRR18079824
oviAri4.fa.gz,0.00%,2.3,0.00%,ERR2607496
oviAri4.fa.gz,0.00%,7,0.20%,SRR6323488
oviAri4.fa.gz,0.00%,5.5,0.00%,ERR2241654
oviAri4.fa.gz,0.00%,2.5,0.00%,ERR9581643
oviAri4.fa.gz,0.10%,10.9,0.40%,SRR17257133
oviAri4.fa.gz,0.00%,16.2,0.00%,ERR3478706
oviAri4.fa.gz,0.00%,12.8,0.00%,SRR11267048
oviAri4.fa.gz,0.00%,14.3,0.10%,SRR18079827
oviAri4.fa.gz,0.00%,3.4,0.00%,ERR738546
oviAri4.fa.gz,0.00%,2.7,0.00%,ERR2597329
oviAri4.fa.gz,0.00%,30.7,0.10%,ERR4869832
oviAri4.fa.gz,0.00%,2,0.00%,SRR7287247
oviAri4.fa.gz,0.00%,2.9,0.00%,ERR738547
oviAri4.fa.gz,0.00%,5,0.00%,ERR2241980
oviAri4.fa.gz,0.10%,2.3,0.30%,SRR6514684
oviAri4.fa.gz,0.10%,3.2,0.20%,SRR4420311
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR7287212
oviAri4.fa.gz,0.00%,11.2,0.00%,SRR3017092
oviAri4.fa.gz,0.00%,2,0.00%,SRR6323523
oviAri4.fa.gz,0.00%,2,0.00%,SRR3989374
oviAri4.fa.gz,0.00%,7,0.00%,SRR18079822
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR19721630
oviAri4.fa.gz,0.00%,9.8,0.30%,SRR13753927
oviAri4.fa.gz,0.00%,70.8,0.20%,ERR2241762
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR15429272
oviAri4.fa.gz,0.00%,94.1,0.20%,ERR2241983
oviAri4.fa.gz,0.00%,5.1,0.10%,SRR14920973
oviAri4.fa.gz,0.00%,18.9,0.20%,SRR9113711
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR2107216
oviAri4.fa.gz,0.00%,5.1,0.00%,SRR3944680
oviAri4.fa.gz,0.00%,6.5,0.00%,SRR490748
oviAri4.fa.gz,0.10%,1.5,0.30%,ERR2750405
oviAri4.fa.gz,0.00%,1,0.00%,ERR2683629
oviAri4.fa.gz,0.00%,6.8,0.00%,SRR5808814
oviAri4.fa.gz,0.20%,11.8,0.40%,SRR18439542
oviAri4.fa.gz,0.00%,1,0.00%,ERR1514430
oviAri4.fa.gz,0.00%,2.6,0.30%,SRR6514675
oviAri4.fa.gz,0.00%,123.1,0.80%,ERR5094886
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR5382225
oviAri4.fa.gz,0.00%,1.9,0.10%,SRR18825461
oviAri4.fa.gz,0.00%,3,0.00%,DRR121397
oviAri4.fa.gz,0.00%,2,0.00%,SRR7664957
oviAri4.fa.gz,0.00%,5.9,0.00%,ERR4398734
oviAri4.fa.gz,0.00%,13.4,0.00%,SRR12181046
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR5382234
oviAri4.fa.gz,0.00%,12,0.00%,SRR12180995
oviAri4.fa.gz,0.00%,1,0.00%,ERR589802
oviAri4.fa.gz,0.00%,4.8,0.00%,ERR2241764
oviAri4.fa.gz,0.00%,2.4,0.00%,ERR3357581
oviAri4.fa.gz,0.00%,15.9,0.20%,ERR2607440
oviAri4.fa.gz,0.00%,21.7,0.00%,ERR4398832
oviAri4.fa.gz,0.00%,3.2,0.00%,SRR7287220
oviAri4.fa.gz,0.00%,6,0.00%,ERR2683628
oviAri4.fa.gz,0.00%,6.8,0.20%,SRR13753937
oviAri4.fa.gz,0.00%,10.8,0.10%,ERR4398707
oviAri4.fa.gz,0.00%,2.4,0.00%,ERR1877477
oviAri4.fa.gz,0.00%,2.7,0.00%,SRR13840072
oviAri4.fa.gz,0.00%,1.4,0.00%,SRR7287218
oviAri4.fa.gz,0.00%,67.2,0.00%,SRR8815513
oviAri4.fa.gz,0.00%,12.7,0.00%,SRR12181001
oviAri4.fa.gz,0.00%,24.2,0.30%,SRR17120552
oviAri4.fa.gz,0.00%,5.8,0.00%,SRR17188296
oviAri4.fa.gz,0.00%,2.3,0.00%,SRR7664965
oviAri4.fa.gz,0.00%,1.7,0.00%,SRR13840063
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR13256662
oviAri4.fa.gz,0.00%,2.9,0.00%,SRR16350272
oviAri4.fa.gz,0.00%,37.6,0.10%,ERR599020
oviAri4.fa.gz,0.00%,5.1,0.20%,SRR16348845
oviAri4.fa.gz,0.00%,4,0.00%,SRR3933375
oviAri4.fa.gz,0.00%,1,0.00%,ERR479022
oviAri4.fa.gz,0.00%,6.9,0.00%,SRR17188295
oviAri4.fa.gz,0.10%,1.9,0.00%,ERR2241832
oviAri4.fa.gz,0.00%,59.3,0.20%,SRR9182858
oviAri4.fa.gz,0.00%,33.3,0.10%,ERR9465701
oviAri4.fa.gz,0.00%,3.1,0.00%,ERR2808666
oviAri4.fa.gz,0.00%,8.2,0.00%,ERR2592250
oviAri4.fa.gz,0.00%,1,0.00%,SRR3988293
oviAri4.fa.gz,0.00%,11.5,0.00%,ERR2200468
oviAri4.fa.gz,0.00%,28,0.40%,SRR12651209
oviAri4.fa.gz,0.00%,2,0.00%,ERR1470825
oviAri4.fa.gz,0.00%,1.7,0.00%,SRR19721634
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR7664956
oviAri4.fa.gz,0.00%,1.7,0.00%,ERR2607385
oviAri4.fa.gz,0.00%,4.5,0.10%,ERR2607398
oviAri4.fa.gz,0.00%,2.2,0.00%,ERR1877475
oviAri4.fa.gz,0.00%,50.4,0.10%,ERR599030
oviAri4.fa.gz,0.00%,5.5,0.00%,SRR14862895
oviAri4.fa.gz,0.00%,1,0.00%,ERR911239
oviAri4.fa.gz,0.10%,8.5,0.20%,SRR17257172
oviAri4.fa.gz,0.00%,1.6,0.00%,ERR2683626
oviAri4.fa.gz,0.00%,3,0.00%,SRR3988368
oviAri4.fa.gz,0.00%,1,0.00%,SRR6028522
oviAri4.fa.gz,0.00%,1.7,0.00%,ERR3593047
oviAri4.fa.gz,0.00%,32.9,0.30%,SRR13753906
oviAri4.fa.gz,0.00%,1,0.00%,ERR594393
oviAri4.fa.gz,0.00%,1.7,0.00%,SRR15431164
oviAri4.fa.gz,0.00%,4.4,0.00%,SRR14920960
oviAri4.fa.gz,0.00%,5.6,0.10%,SRR6514659
oviAri4.fa.gz,0.00%,214.5,1.50%,ERR2592342
oviAri4.fa.gz,0.00%,4.5,0.00%,SRR10527386
oviAri4.fa.gz,0.20%,14.1,0.50%,SRR18439528
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR3593114
oviAri4.fa.gz,0.00%,1,0.00%,SRR13840096
oviAri4.fa.gz,0.00%,1,0.00%,ERR5917020
oviAri4.fa.gz,0.00%,5.3,0.00%,SRR1024013
oviAri4.fa.gz,0.00%,79.6,0.30%,SRR5924853
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR10810040
oviAri4.fa.gz,0.00%,2.9,0.00%,SRR7287210
oviAri4.fa.gz,0.00%,3.5,0.00%,ERR1201173
oviAri4.fa.gz,0.20%,4.2,0.20%,ERR4398769
oviAri4.fa.gz,0.00%,4.6,0.00%,ERR2808655
oviAri4.fa.gz,0.00%,245.4,2.60%,ERR2607376
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR7610129
oviAri4.fa.gz,0.00%,2,0.00%,ERR1725402
oviAri4.fa.gz,0.00%,2.5,0.00%,SRR3989366
oviAri4.fa.gz,0.00%,13.2,0.00%,SRR12180956
oviAri4.fa.gz,0.00%,11.8,0.00%,SRR12180959
oviAri4.fa.gz,0.10%,2.7,0.10%,ERR2607379
oviAri4.fa.gz,0.10%,11,0.40%,SRR18439534
oviAri4.fa.gz,0.00%,24.7,0.10%,ERR2607475
oviAri4.fa.gz,0.00%,3,0.00%,ERR2538418
oviAri4.fa.gz,0.00%,2,0.10%,SRR1166572
oviAri4.fa.gz,0.00%,4,0.00%,SRR5808808
oviAri4.fa.gz,0.00%,4.4,0.00%,SRR15214592
oviAri4.fa.gz,0.00%,5.9,0.00%,SRR9182870
oviAri4.fa.gz,0.00%,3,0.00%,SRR2107176
oviAri4.fa.gz,0.00%,2.8,0.00%,ERR1868855
oviAri4.fa.gz,0.00%,16.5,0.10%,SRR1917152
oviAri4.fa.gz,0.00%,8.5,0.10%,SRR13827508
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR1525445
oviAri4.fa.gz,0.00%,37.3,0.10%,ERR2241889
oviAri4.fa.gz,0.00%,13.5,0.00%,SRR12181010
oviAri4.fa.gz,0.00%,1.2,0.00%,ERR3340889
oviAri4.fa.gz,0.10%,130.8,1.60%,ERR2245478
oviAri4.fa.gz,0.00%,6.3,0.00%,SRR12456161
oviAri4.fa.gz,0.00%,1.8,0.00%,ERR732785
oviAri4.fa.gz,0.00%,2.5,0.00%,SRR7287217
oviAri4.fa.gz,0.00%,2.3,0.00%,SRR7287213
oviAri4.fa.gz,0.00%,5.4,0.00%,SRR10914157
oviAri4.fa.gz,0.00%,6.8,0.00%,SRR17188290
oviAri4.fa.gz,0.00%,4.1,0.00%,SRR14920939
oviAri4.fa.gz,0.00%,7.5,0.00%,SRR490746
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR12908322
oviAri4.fa.gz,0.00%,5,0.00%,SRR5808827
oviAri4.fa.gz,0.00%,6.4,0.00%,ERR3440669
oviAri4.fa.gz,0.00%,2,0.00%,SRR6323448
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR3988593
oviAri4.fa.gz,0.00%,7.5,0.00%,SRR12180949
oviAri4.fa.gz,0.00%,1,0.00%,SRR3988407
oviAri4.fa.gz,0.00%,10.4,0.00%,ERR5385024
oviAri4.fa.gz,0.00%,2.4,0.00%,ERR2241722
oviAri4.fa.gz,0.20%,14.2,0.40%,SRR18439545
oviAri4.fa.gz,0.00%,3.7,0.00%,ERR2241772
oviAri4.fa.gz,0.00%,1,0.00%,ERR748021
oviAri4.fa.gz,0.10%,142.3,1.40%,ERR2245459
oviAri4.fa.gz,0.00%,15.5,0.10%,ERR4398706
oviAri4.fa.gz,0.00%,1,0.00%,SRR5790570
oviAri4.fa.gz,0.00%,5,0.00%,SRR6038390
oviAri4.fa.gz,0.00%,1.6,0.00%,ERR2597442
oviAri4.fa.gz,0.00%,12.8,0.00%,SRR12181013
oviAri4.fa.gz,0.00%,1,0.00%,SRR3183656
oviAri4.fa.gz,0.00%,1,0.00%,SRR3988374
oviAri4.fa.gz,0.00%,27.9,0.20%,ERR2241736
oviAri4.fa.gz,0.00%,1,0.00%,SRR3211752
oviAri4.fa.gz,0.00%,3.8,0.00%,SRR13840120
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR1632442
oviAri4.fa.gz,0.00%,2.8,0.00%,ERR2683607
oviAri4.fa.gz,0.00%,4.5,0.00%,ERR5094888
oviAri4.fa.gz,0.00%,3.1,0.00%,ERR2592252
oviAri4.fa.gz,0.00%,2.8,0.00%,SRR6713636
oviAri4.fa.gz,0.00%,10.7,0.00%,SRR12181047
oviAri4.fa.gz,0.00%,10.1,0.10%,ERR2241817
oviAri4.fa.gz,0.00%,11.2,0.00%,ERR4869791
oviAri4.fa.gz,0.00%,5.4,0.00%,SRR10527392
oviAri4.fa.gz,0.00%,19.9,0.10%,ERR2592280
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR7191292
oviAri4.fa.gz,0.00%,9.7,0.00%,SRR11267068
oviAri4.fa.gz,0.00%,3.4,0.00%,ERR2592273
oviAri4.fa.gz,0.00%,4.4,0.10%,SRR16350271
oviAri4.fa.gz,0.00%,9.4,0.10%,ERR2607413
oviAri4.fa.gz,0.00%,1.6,0.00%,SRR5382248
oviAri4.fa.gz,0.00%,1,0.00%,SRR18079825
oviAri4.fa.gz,0.00%,2.2,0.10%,ERR5916884
oviAri4.fa.gz,0.00%,2,0.00%,SRR6323352
oviAri4.fa.gz,0.00%,10.6,0.00%,ERR2607401
oviAri4.fa.gz,0.00%,4.6,0.00%,SRR17255002
oviAri4.fa.gz,0.00%,1,0.00%,ERR3592995
oviAri4.fa.gz,0.00%,1,0.00%,SRR1161016
oviAri4.fa.gz,0.30%,7.1,0.50%,SRR4420318
oviAri4.fa.gz,0.00%,17.2,0.10%,SRR1919339
oviAri4.fa.gz,0.00%,5,0.00%,ERR3155589
oviAri4.fa.gz,0.00%,6.1,0.00%,SRR17188285
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR18825467
oviAri4.fa.gz,0.10%,12.1,0.40%,SRR4420319
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR6415003
oviAri4.fa.gz,0.00%,8.6,0.00%,SRR11267047
oviAri4.fa.gz,0.00%,2,0.10%,SRR12272206
oviAri4.fa.gz,0.00%,5.4,0.00%,ERR2808656
oviAri4.fa.gz,0.10%,3.5,0.10%,ERR4398803
oviAri4.fa.gz,0.00%,4.8,0.00%,SRR8224501
oviAri4.fa.gz,0.00%,1.3,0.00%,ERR2683643
oviAri4.fa.gz,0.00%,1.9,0.00%,SRR19715301
oviAri4.fa.gz,0.00%,1,0.00%,SRR1633014
oviAri4.fa.gz,0.00%,1,0.10%,ERR346326
oviAri4.fa.gz,0.00%,31.4,0.20%,ERR2241846
oviAri4.fa.gz,0.00%,5.6,0.10%,SRR12641934
oviAri4.fa.gz,0.00%,2,0.00%,SRR4048937
oviAri4.fa.gz,0.00%,8.4,0.10%,ERR2709810
oviAri4.fa.gz,0.00%,9.7,0.00%,ERR2607387
oviAri4.fa.gz,0.00%,93.9,0.50%,ERR2592334
oviAri4.fa.gz,0.10%,491.9,2.80%,ERR4691789
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR15429248
oviAri4.fa.gz,0.00%,2,0.00%,SRR18825482
oviAri4.fa.gz,0.10%,5.2,0.00%,SRR17794259
oviAri4.fa.gz,0.00%,8.8,0.10%,SRR17257136
oviAri4.fa.gz,0.00%,2.8,0.10%,SRR5574506
oviAri4.fa.gz,0.00%,17.8,0.10%,ERR5954416
oviAri4.fa.gz,0.00%,4.2,0.00%,ERR2144898
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR1525439
oviAri4.fa.gz,0.00%,3.1,0.00%,SRR7191290
oviAri4.fa.gz,0.00%,5.1,0.00%,ERR2241637
oviAri4.fa.gz,0.00%,3,0.00%,ERR3285619
oviAri4.fa.gz,0.00%,2,0.00%,SRR6038404
oviAri4.fa.gz,0.00%,1,0.00%,ERR1467147
oviAri4.fa.gz,0.00%,4.5,0.00%,ERR1877476
oviAri4.fa.gz,0.00%,4.2,0.00%,ERR2784784
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR1631316
oviAri4.fa.gz,0.10%,12.6,0.40%,SRR18439540
oviAri4.fa.gz,0.00%,3.5,0.10%,SRR14629566
oviAri4.fa.gz,0.00%,4.5,0.00%,ERR2592249
oviAri4.fa.gz,0.00%,1,0.00%,SRR1491081
oviAri4.fa.gz,0.00%,2,0.00%,ERR3155591
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR3184093
oviAri4.fa.gz,0.00%,3.7,0.00%,ERR2241858
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR18079826
oviAri4.fa.gz,0.00%,4.8,0.10%,ERR5094849
oviAri4.fa.gz,0.00%,5.8,0.00%,ERR2696421
oviAri4.fa.gz,0.00%,56.3,0.20%,ERR4869820
oviAri4.fa.gz,0.00%,2.3,0.00%,SRR2107179
oviAri4.fa.gz,0.00%,31.5,0.20%,ERR2607491
oviAri4.fa.gz,0.00%,2.5,0.00%,ERR2592246
oviAri4.fa.gz,0.00%,4.4,0.00%,ERR2094170
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR10810035
oviAri4.fa.gz,0.00%,14.6,0.00%,SRR12097446
oviAri4.fa.gz,0.00%,117.2,0.20%,ERR2241913
oviAri4.fa.gz,0.00%,8.4,0.10%,ERR2709769
oviAri4.fa.gz,0.00%,1,0.00%,SRR3988602
oviAri4.fa.gz,0.00%,1,0.00%,SRR12377472
oviAri4.fa.gz,0.00%,4.6,0.10%,SRR15604608
oviAri4.fa.gz,0.00%,6,0.00%,SRR17188297
oviAri4.fa.gz,0.00%,3.9,0.10%,SRR15431169
oviAri4.fa.gz,0.00%,183.3,2.90%,ERR2607420
oviAri4.fa.gz,0.00%,4,0.00%,SRR19721631
oviAri4.fa.gz,0.00%,2,0.10%,SRR1162581
oviAri4.fa.gz,0.00%,6.7,0.00%,SRR9182867
oviAri4.fa.gz,0.00%,3.3,0.00%,SRR15604533
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR1467142
oviAri4.fa.gz,0.00%,20.4,0.10%,SRR1916840
oviAri4.fa.gz,0.00%,17.4,0.10%,SRR12181022
oviAri4.fa.gz,0.00%,14.2,0.20%,SRR1873839
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR1161152
oviAri4.fa.gz,0.00%,1.3,0.00%,ERR1562574
oviAri4.fa.gz,0.00%,3.3,0.00%,SRR11615782
oviAri4.fa.gz,0.00%,14,0.00%,SRR5808824
oviAri4.fa.gz,0.00%,12.9,0.00%,SRR3017103
oviAri4.fa.gz,0.00%,2.4,0.00%,SRR5574507
oviAri4.fa.gz,0.00%,4.3,0.00%,ERR2592269
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR3989373
oviAri4.fa.gz,0.00%,4.8,0.00%,ERR2241809
oviAri4.fa.gz,0.00%,1,0.00%,SRR8114137
oviAri4.fa.gz,0.00%,29.9,0.10%,ERR4869778
oviAri4.fa.gz,0.00%,7.3,0.00%,ERR2241790
oviAri4.fa.gz,0.00%,1.2,0.00%,SRR7664992
oviAri4.fa.gz,0.00%,4.7,0.00%,SRR1873831
oviAri4.fa.gz,0.00%,66.6,0.30%,SRR5916712
oviAri4.fa.gz,0.00%,23.2,0.00%,SRR1522973
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR12272140
oviAri4.fa.gz,0.00%,8.9,0.00%,ERR2607494
oviAri4.fa.gz,0.00%,4.8,0.00%,SRR14862910
oviAri4.fa.gz,0.00%,10.5,0.00%,SRR12358625
oviAri4.fa.gz,0.00%,2.3,0.00%,SRR14698353
oviAri4.fa.gz,0.00%,1.3,0.00%,ERR3340878
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR15429249
oviAri4.fa.gz,0.00%,2,0.00%,ERR2607407
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR5917017
oviAri4.fa.gz,0.00%,2.1,0.20%,SRR18825440
oviAri4.fa.gz,0.00%,29.4,0.10%,SRR5788065
oviAri4.fa.gz,0.00%,2.5,0.00%,SRR3017089
oviAri4.fa.gz,0.00%,3.6,0.30%,ERR1868853
oviAri4.fa.gz,0.00%,42.7,0.10%,ERR1726799
oviAri4.fa.gz,0.00%,3.2,0.00%,ERR2144894
oviAri4.fa.gz,0.00%,1.9,0.10%,ERR2607380
oviAri4.fa.gz,0.00%,6.8,0.00%,DRR163690
oviAri4.fa.gz,0.00%,10.5,0.10%,SRR3017099
oviAri4.fa.gz,0.00%,12.8,0.00%,SRR12181034
oviAri4.fa.gz,0.00%,5.5,0.00%,ERR2696812
oviAri4.fa.gz,0.00%,1.3,0.00%,ERR2764821
oviAri4.fa.gz,0.00%,2,0.00%,SRR13256670
oviAri4.fa.gz,0.00%,1.7,0.00%,SRR3188783
oviAri4.fa.gz,0.00%,4.7,0.00%,SRR6311223
oviAri4.fa.gz,0.00%,2.5,0.00%,ERR2592282
oviAri4.fa.gz,0.00%,2,0.00%,SRR19721643
oviAri4.fa.gz,0.00%,9.5,0.00%,ERR2241800
oviAri4.fa.gz,0.00%,15.8,0.00%,SRR12180997
oviAri4.fa.gz,0.00%,1.7,0.10%,SRR5382232
oviAri4.fa.gz,0.00%,3.9,0.00%,ERR2592270
oviAri4.fa.gz,0.00%,52.3,0.10%,SRR6323442
oviAri4.fa.gz,0.00%,2.8,0.00%,SRR7287195
oviAri4.fa.gz,0.00%,26.9,0.00%,ERR4398828
oviAri4.fa.gz,0.00%,1,0.00%,DRR042462
oviAri4.fa.gz,0.00%,18,0.00%,SRR490747
oviAri4.fa.gz,0.00%,2.5,0.00%,ERR2094167
oviAri4.fa.gz,0.00%,2,0.00%,ERR2808651
oviAri4.fa.gz,0.00%,1.5,0.10%,SRR6216717
oviAri4.fa.gz,0.10%,3.9,0.10%,ERR2607373
oviAri4.fa.gz,0.00%,3.7,0.00%,ERR2094166
oviAri4.fa.gz,0.00%,7,0.00%,ERR2241645
oviAri4.fa.gz,0.10%,2.1,0.00%,ERR2241679
oviAri4.fa.gz,0.00%,5.7,0.00%,SRR11267072
oviAri4.fa.gz,0.00%,1,0.00%,ERR1543794
oviAri4.fa.gz,0.00%,2,0.00%,SRR1631320
oviAri4.fa.gz,0.70%,4.1,0.40%,SRR12180971
oviAri4.fa.gz,0.00%,6.1,0.10%,ERR4398723
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR3988590
oviAri4.fa.gz,0.00%,128.5,2.30%,ERR5094848
oviAri4.fa.gz,0.00%,3.9,0.00%,SRR15604496
oviAri4.fa.gz,0.00%,2.8,0.00%,ERR2241717
oviAri4.fa.gz,0.00%,1.6,0.00%,SRR10810005
oviAri4.fa.gz,0.00%,15,0.00%,SRR12180996
oviAri4.fa.gz,0.00%,10.8,0.10%,ERR5094891
oviAri4.fa.gz,0.00%,12.8,0.10%,SRR12181029
oviAri4.fa.gz,0.00%,1,0.00%,SRR2107128
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR2696810
oviAri4.fa.gz,0.00%,11.8,0.00%,SRR9219374
oviAri4.fa.gz,0.00%,3,0.00%,SRR3183876
oviAri4.fa.gz,0.00%,1.4,0.00%,SRR3188781
oviAri4.fa.gz,0.00%,2,0.00%,SRR1491568
oviAri4.fa.gz,0.00%,10.9,0.00%,ERR2592279
oviAri4.fa.gz,0.00%,3.4,0.00%,ERR2696427
oviAri4.fa.gz,0.00%,1,0.00%,ERR2619760
oviAri4.fa.gz,0.00%,1,0.00%,SRR6323302
oviAri4.fa.gz,0.00%,1.4,0.00%,SRR7664987
oviAri4.fa.gz,0.00%,1.6,0.00%,SRR13256652
oviAri4.fa.gz,0.00%,1.8,0.00%,ERR2607482
oviAri4.fa.gz,0.00%,1,0.00%,SRR13840021
oviAri4.fa.gz,0.00%,1.4,0.00%,SRR12270104
oviAri4.fa.gz,0.00%,24.8,0.10%,ERR4869768
oviAri4.fa.gz,0.00%,4.5,0.10%,SRR16632770
oviAri4.fa.gz,0.00%,10,0.00%,SRR490744
oviAri4.fa.gz,0.00%,1.7,0.00%,ERR2597468
oviAri4.fa.gz,0.00%,1,0.00%,ERR2696424
oviAri4.fa.gz,0.00%,2.5,0.00%,SRR19721635
oviAri4.fa.gz,0.00%,1,0.00%,ERR1543994
oviAri4.fa.gz,0.00%,1.8,0.00%,SRR7664984
oviAri4.fa.gz,0.00%,5.9,0.00%,ERR2607468
oviAri4.fa.gz,0.00%,1.3,0.10%,SRR5790634
oviAri4.fa.gz,0.00%,7.4,0.00%,SRR17188289
oviAri4.fa.gz,0.00%,8.1,0.00%,SRR10527385
oviAri4.fa.gz,0.00%,3.9,0.00%,SRR15604550
oviAri4.fa.gz,0.10%,4.3,0.20%,ERR4398710
oviAri4.fa.gz,0.00%,20,0.00%,SRR11267066
oviAri4.fa.gz,0.00%,1,0.00%,SRR12272165
oviAri4.fa.gz,0.00%,1,0.00%,SRR1631038
oviAri4.fa.gz,0.00%,12.5,0.00%,SRR17188287
oviAri4.fa.gz,0.20%,2.3,0.20%,SRR6145083
oviAri4.fa.gz,0.00%,3,0.10%,SRR13713033
oviAri4.fa.gz,0.00%,6.1,0.00%,ERR2709787
oviAri4.fa.gz,0.00%,6.4,0.00%,SRR1916583
oviAri4.fa.gz,0.00%,13.9,0.10%,SRR6490003
oviAri4.fa.gz,0.00%,2.3,0.00%,ERR2607409
oviAri4.fa.gz,0.00%,14.2,0.00%,SRR12181027
oviAri4.fa.gz,0.00%,4,0.00%,SRR3988612
oviAri4.fa.gz,0.00%,32.9,0.00%,ERR2241917
oviAri4.fa.gz,0.00%,3.7,0.00%,ERR2241953
oviAri4.fa.gz,0.00%,87.8,0.10%,ERR2241933
oviAri4.fa.gz,0.00%,4.8,0.00%,SRR5808823
oviAri4.fa.gz,0.00%,2,0.00%,SRR3183650
oviAri4.fa.gz,0.00%,3.8,0.10%,SRR7610142
oviAri4.fa.gz,0.00%,1,0.00%,ERR3155595
oviAri4.fa.gz,0.00%,1,0.00%,SRR3211802
oviAri4.fa.gz,0.00%,11.8,0.00%,SRR12180936
oviAri4.fa.gz,0.00%,1.6,0.10%,SRR6216724
oviAri4.fa.gz,0.00%,25.9,0.10%,ERR7927770
oviAri4.fa.gz,0.00%,7,0.00%,SRR10914154
oviAri4.fa.gz,0.00%,2,0.00%,SRR13840009
oviAri4.fa.gz,0.00%,1,0.00%,SRR19759440
oviAri4.fa.gz,0.00%,1,0.00%,SRR1490884
oviAri4.fa.gz,0.00%,6.3,0.00%,ERR2241690
oviAri4.fa.gz,0.00%,2,0.00%,ERR479023
oviAri4.fa.gz,0.00%,4.9,0.20%,ERR1868837
oviAri4.fa.gz,0.00%,2.5,0.00%,ERR2749813
oviAri4.fa.gz,0.00%,2.7,0.00%,SRR2107182
oviAri4.fa.gz,0.00%,11.9,0.00%,SRR3017102
oviAri4.fa.gz,0.00%,5.7,0.00%,ERR2749333
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR7610133
oviAri4.fa.gz,0.00%,3.3,0.00%,SRR14629571
oviAri4.fa.gz,0.00%,48.8,0.50%,SRR12479732
oviAri4.fa.gz,0.00%,79.9,0.30%,ERR1726712
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR3989348
oviAri4.fa.gz,0.20%,7,0.40%,SRR6757611
oviAri4.fa.gz,0.00%,290.9,4.00%,ERR2607489
oviAri4.fa.gz,0.00%,4,0.00%,ERR2592263
oviAri4.fa.gz,0.00%,1,0.00%,ERR2683636
oviAri4.fa.gz,0.20%,13,0.40%,SRR18439535
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR13840052
oviAri4.fa.gz,0.00%,1.5,0.00%,SRR3988285
oviAri4.fa.gz,0.00%,4.9,0.00%,SRR17188274
oviAri4.fa.gz,0.10%,4.2,0.10%,ERR4398804
oviAri4.fa.gz,0.10%,5.6,0.40%,SRR12524513
oviAri4.fa.gz,0.00%,1,0.00%,SRR10810007
oviAri4.fa.gz,0.00%,9.9,0.00%,ERR2241876
oviAri4.fa.gz,0.00%,100,1.10%,ERR2592335
oviAri4.fa.gz,0.00%,1,0.00%,SRR5808832
oviAri4.fa.gz,0.00%,2.6,0.40%,SRR2145440
oviAri4.fa.gz,0.00%,39.5,0.20%,ERR5954399
oviAri4.fa.gz,0.00%,7.5,0.00%,SRR6713627
oviAri4.fa.gz,0.00%,2.2,0.10%,SRR7664952
oviAri4.fa.gz,0.00%,28,0.20%,SRR13122045
oviAri4.fa.gz,0.00%,2.4,0.10%,ERR1868841
oviAri4.fa.gz,0.00%,13.9,0.00%,SRR12181003
oviAri4.fa.gz,0.00%,2,0.00%,ERR1467151
oviAri4.fa.gz,4.20%,5.5,31.80%,SRR15429288
oviAri4.fa.gz,0.00%,1.3,0.00%,SRR12272129
oviAri4.fa.gz,0.00%,22.5,0.10%,ERR5954489
oviAri4.fa.gz,0.00%,14.6,0.00%,SRR12180968
oviAri4.fa.gz,0.00%,1.5,0.00%,ERR1525440
oviAri4.fa.gz,0.00%,5,0.10%,SRR6323480
